id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1221139271568052224,1221133269711847425,2020-01-25 19:34:24 +01,2020-01-25,19:34:24,+0100,178882691,simao_zhr,🤙🏽Mohamed,,@K_Amale @RAM_Maroc 😁😁😁,und,[],[],[],0,0,0,[],[],https://twitter.com/simao_Zhr/status/1221139271568052224,False,,0,,,,,,,,"[{'screen_name': 'k_amale', 'name': 'amale k', 'id': '1341332197211516929'}]",,,,
1221114641960636416,1221114641960636416,2020-01-25 17:56:32 +01,2020-01-25,17:56:32,+0100,971800006217928704,abywilfried,Wilfried aby,,@RAM_Maroc we have now ping ponged in DM for 3 years. About time to give me compensation for lost luggages and delayed/cancelled flight don't you think?,en,[],[],[],0,0,0,[],[],https://twitter.com/AbyWilfried/status/1221114641960636416,False,,0,,,,,,,,[],,,,
1221112892319289344,1221112892319289344,2020-01-25 17:49:35 +01,2020-01-25,17:49:35,+0100,1059496712509755398,assermouhmouna1,ASSERMOUH MOUNAIM,,@MarocDiplomatie @RAM_Maroc,und,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,0,[],[],https://twitter.com/ASSERMOUHMOUNA1/status/1221112892319289344,False,https://twitter.com/KrimTeach/status/1221085831353552898,0,,,,,,,,[],,,,
1221062035674468352,1221062035674468352,2020-01-25 14:27:30 +01,2020-01-25,14:27:30,+0100,703503742432382976,words_failed,Narcisse,,"@OrangeMaroc @Maroc_Telecom @RAM_Maroc @CSMDMaroc @DecathlonMaroc @AirFranceFR @airarabiagroup @beINSPORTS @SurfriderParis  bonjour lisez plus bas svp, évitez les réponses toutes faites pour pas vous ridiculiser et aidez ce jeune champion  #twittoma. Help him 🙏💚",fr,"[{'screen_name': 'maroc_telecom', 'name': 'maroc telecom', 'id': '215612093'}, {'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}, {'screen_name': 'csmdmaroc', 'name': 'اللجنة الخاصة بالنموذج التنموي', 'id': '1206914348301586433'}, {'screen_name': 'decathlonmaroc', 'name': 'decathlon maroc', 'id': '705763894548160512'}, {'screen_name': 'airfrancefr', 'name': 'air france fr', 'id': '40205617'}, {'screen_name': 'airarabiagroup', 'name': 'air arabia', 'id': '74085917'}, {'screen_name': 'beinsports', 'name': 'bein sports', 'id': '576241232'}, {'screen_name': 'surfriderparis', 'name': 'surfrider paris 🌊', 'id': '3065785294'}]",[],[],0,5,5,['twittoma'],[],https://twitter.com/Words_failed/status/1221062035674468352,False,https://twitter.com/pureblue0409/status/1221019960354516992,0,,,,,,,,[],,,,
1221060479579303937,1204364684222226433,2020-01-25 14:21:19 +01,2020-01-25,14:21:19,+0100,952592502,jmoncomble,Jocelyn Moncomble,,"Bonjour @RAM_Maroc,  Voilà 127 jours que vous m'avez promis un dédommagement sous 4 à 6 semaines, serait-il possible de voir mon dossier avancer ? Pas la peine de me dire de vous contacter en DM, je l'ai déjà fait à plusieurs reprises ainsi que par courriel",fr,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],1,0,0,[],[],https://twitter.com/JMoncomble/status/1221060479579303937,False,,0,,,,,,,,[],,,,
1221021279584751617,1221021279584751617,2020-01-25 11:45:33 +01,2020-01-25,11:45:33,+0100,1097515997915959298,iksoufiane,IKMS,,Wakha hakak le staff (féminin) de la @RAM_Maroc est 👌🏻,fr,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,1,[],[],https://twitter.com/iksoufiane/status/1221021279584751617,False,,0,,,,,,,,[],,,,
1220970618469961728,1218477869829062656,2020-01-25 08:24:14 +01,2020-01-25,08:24:14,+0100,1063911910607912961,laviesbel1,Laviesbel,,"@michtolondon @Bebebintk @RAM_Maroc Quoi que vous faciez ils ne remboursent pas, ils font toujours les mêmes réponses. Cela fait plus de 2 ans que j envoie des mails, passe par l agence à opéra sans résultat. La royal a perdu de sa qualité et sérieux, compagnie à éviter tant que vous pouvez",fr,[],[],[],0,0,2,[],[],https://twitter.com/Laviesbel1/status/1220970618469961728,False,,0,,,,,,,,"[{'screen_name': 'michtolondon', 'name': 'millondon', 'id': '763802545'}, {'screen_name': 'Bebebintk', 'name': 'the Bashoora', 'id': '25048352'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220969918411235329,1218476549642604544,2020-01-25 08:21:27 +01,2020-01-25,08:21:27,+0100,1063911910607912961,laviesbel1,Laviesbel,,"@kaousam @RAM_Maroc Vous n aurez jamais de reponse, cela fait plus de 2 ans que j attends mon remboursement",fr,[],[],[],0,0,0,[],[],https://twitter.com/Laviesbel1/status/1220969918411235329,False,,0,,,,,,,,"[{'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220969596557103105,1204364684222226433,2020-01-25 08:20:10 +01,2020-01-25,08:20:10,+0100,1063911910607912961,laviesbel1,Laviesbel,,"@JMoncomble @RAM_Maroc Soyez patient cela fait plus de 2 ans que j attends mon remboursement,que je ne recevrai jamais",fr,[],[],[],0,0,0,[],[],https://twitter.com/Laviesbel1/status/1220969596557103105,False,,0,,,,,,,,"[{'screen_name': 'JMoncomble', 'name': 'Jocelyn Moncomble', 'id': '952592502'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220817939533901824,1220368107241377793,2020-01-24 22:17:33 +01,2020-01-24,22:17:33,+0100,1160387024593010689,aminenouafri,Amine nouafri,,@RAM_Maroc  https://t.co/qZZLu7q9m2,und,[],['https://www.gofundme.com/f/helping-my-illegal-moroccan-immigrant-friend-stuck?utm_source=customer&utm_medium=copy_link&utm_campaign=p_cf+share-flow-1'],[],0,0,0,[],[],https://twitter.com/AmineNouafri/status/1220817939533901824,False,,0,,,,,,,,"[{'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220795768333881345,1220795768333881345,2020-01-24 20:49:27 +01,2020-01-24,20:49:27,+0100,972127613987717126,fernand51301913,Fernando Reis,,This is what happened and never was solved or even explained by the airline @RAM_Maroc,en,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,0,[],[],https://twitter.com/Fernand51301913/status/1220795768333881345,False,https://twitter.com/Fernand51301913/status/1157358642489958402,0,,,,,,,,[],,,,
1220795188815286273,1220795188815286273,2020-01-24 20:47:08 +01,2020-01-24,20:47:08,+0100,972127613987717126,fernand51301913,Fernando Reis,,7 months and no answer from @RAM_Maroc from my claim on their platform. Xame on them! Lost a good passenger will avoid them since they are not trustworthy. Please don’t send me a DM saying it’s been taken care off I don’t believe it anymore.,en,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,0,[],[],https://twitter.com/Fernand51301913/status/1220795188815286273,False,https://twitter.com/Fernand51301913/status/1209182863486271488,0,,,,,,,,[],,,,
1220785873391886336,1220785873391886336,2020-01-24 20:10:07 +01,2020-01-24,20:10:07,+0100,1181662280313966594,ennajimohammed8,ennaji mohammed,,business class en @RAM_Maroc c est vrm quelque chose 🥰🥰,fr,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,1,[],[],https://twitter.com/ennajimohammed8/status/1220785873391886336,False,,0,,,,,,,,[],,,,
1220782279020163075,1217480393491918854,2020-01-24 19:55:51 +01,2020-01-24,19:55:51,+0100,899366280096034816,camara_jan,Jan Camara,,"@barunghosh @traveloneworld @AeronewsGlobal @RAM_Maroc Unless you are unlucky and have delays,missed connections and luggage",en,[],[],[],0,0,1,[],[],https://twitter.com/camara_jan/status/1220782279020163075,False,,0,,,,,,,,"[{'screen_name': 'barunghosh', 'name': '𝔹𝕒𝕣𝕦𝕟 𝔾𝕙𝕠𝕤𝕙 বরুণ ঘোষ', 'id': '48397792'}, {'screen_name': 'traveloneworld', 'name': 'oneworld Alliance', 'id': '987030841'}, {'screen_name': 'AeronewsGlobal', 'name': 'Aeronews', 'id': '1403040254'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220781886781448192,1217480393491918854,2020-01-24 19:54:17 +01,2020-01-24,19:54:17,+0100,899366280096034816,camara_jan,Jan Camara,,"@traveloneworld @RAM_Maroc @RAM_Maroc have the worst customer service possible.lots of dissatisfied clients,reneging on compensation  https://t.co/7BHG1xCaZ3 not work with them until they meet their obligations",en,[],['http://payouts.Do'],[],0,0,1,[],[],https://twitter.com/camara_jan/status/1220781886781448192,False,,0,,,,,,,,"[{'screen_name': 'traveloneworld', 'name': 'oneworld Alliance', 'id': '987030841'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220778954031869952,1220395185164693504,2020-01-24 19:42:38 +01,2020-01-24,19:42:38,+0100,763802545,michtolondon,millondon,,@MoreMussa @RAM_Maroc I am still trying to find someone on twitter who has ever received any compensation from @RAM_Maroc. My personal view ...it is managed by #crooks as i can't blame the operators. Someone give them direction not to answer to their customers. I hope @traveloneworld management see.,en,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}, {'screen_name': 'traveloneworld', 'name': 'oneworld alliance', 'id': '987030841'}]",[],[],0,0,0,['crooks'],[],https://twitter.com/michtolondon/status/1220778954031869952,False,,0,,,,,,,,"[{'screen_name': 'moremussa', 'name': 'mohamud', 'id': '1255967934'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220777946966904832,1220668660668411906,2020-01-24 19:38:38 +01,2020-01-24,19:38:38,+0100,763802545,michtolondon,millondon,,@sameerjsiht @RAM_Maroc I am still waiting for mine since the 28th of november.  I filled a claim but so far no response back just an automated answer. Good luck. Let me know if you have more chance.,en,[],[],[],0,0,0,[],[],https://twitter.com/michtolondon/status/1220777946966904832,False,,0,,,,,,,,"[{'screen_name': 'sameerjsiht', 'name': 'DR. SAMIR . J . IBRAHIM', 'id': '2794466643'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220777079723253760,1220668660668411906,2020-01-24 19:35:11 +01,2020-01-24,19:35:11,+0100,2794466643,sameerjsiht,DR. SAMIR . J . IBRAHIM,,@michtolondon @RAM_Maroc Searching for it. I trust Moroccan lines,en,[],[],[],1,0,0,[],[],https://twitter.com/sameerjsiht/status/1220777079723253760,False,,0,,,,,,,,"[{'screen_name': 'michtolondon', 'name': 'millondon', 'id': '763802545'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220776334546423808,1218464416183832581,2020-01-24 19:32:13 +01,2020-01-24,19:32:13,+0100,763802545,michtolondon,millondon,,@camara_jan @RAM_Maroc Yeah no answer at all for me too. @RAM_Maroc .just #crooks . Be careful @traveloneworld your reputation will be tarnished because of @RAM_Maroc,en,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}, {'screen_name': 'traveloneworld', 'name': 'oneworld alliance', 'id': '987030841'}, {'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,1,['crooks'],[],https://twitter.com/michtolondon/status/1220776334546423808,False,,0,,,,,,,,"[{'screen_name': 'camara_jan', 'name': 'Jan Camara', 'id': '899366280096034816'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220776206385274880,1218477869829062656,2020-01-24 19:31:43 +01,2020-01-24,19:31:43,+0100,763802545,michtolondon,millondon,,@RAF_Emma @RAM_Maroc @Bebebintk Yeah no answer at all for me too. @RAM_Maroc .just #crooks . Be careful @traveloneworld your reputation will be tarnished because of @RAM_Maroc,en,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}, {'screen_name': 'traveloneworld', 'name': 'oneworld alliance', 'id': '987030841'}, {'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,0,['crooks'],[],https://twitter.com/michtolondon/status/1220776206385274880,False,,0,,,,,,,,"[{'screen_name': 'RAF_Emma', 'name': 'Emma Wolstenholme', 'id': '2363671810'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}, {'screen_name': 'Bebebintk', 'name': 'the Bashoora', 'id': '25048352'}]",,,,
1220775724057026561,1219632727206637572,2020-01-24 19:29:48 +01,2020-01-24,19:29:48,+0100,763802545,michtolondon,millondon,,@BrunoRafaello @RAM_Maroc Yeah no answer at all...just crooks. Be careful @traveloneworld your reputation will be tarnished because of @RAM_Maroc,en,"[{'screen_name': 'traveloneworld', 'name': 'oneworld alliance', 'id': '987030841'}, {'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,0,[],[],https://twitter.com/michtolondon/status/1220775724057026561,False,,0,,,,,,,,"[{'screen_name': 'BrunoRafaello', 'name': 'Bruno Boaventura', 'id': '58842201'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220775411522686984,1220105015500726279,2020-01-24 19:28:33 +01,2020-01-24,19:28:33,+0100,763802545,michtolondon,millondon,,@RAM_Maroc @MoreMussa Yeah no answer at all...just crooks. Be careful @traveloneworld your reputation will be tarnished because of @RAM_Maroc,en,"[{'screen_name': 'traveloneworld', 'name': 'oneworld alliance', 'id': '987030841'}, {'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,0,[],[],https://twitter.com/michtolondon/status/1220775411522686984,False,,0,,,,,,,,"[{'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}, {'screen_name': 'moremussa', 'name': 'mohamud', 'id': '1255967934'}]",,,,
1220775202398842880,1220371856827527169,2020-01-24 19:27:43 +01,2020-01-24,19:27:43,+0100,763802545,michtolondon,millondon,,@baamiDels @RAM_Maroc Yeah no answer at all...just crooks. Be careful @traveloneworld your reputation will be tarnished because of @RAM_Maroc. I am still waiting for an answer from them not from their bots.,en,"[{'screen_name': 'traveloneworld', 'name': 'oneworld alliance', 'id': '987030841'}, {'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}]",[],[],0,0,0,[],[],https://twitter.com/michtolondon/status/1220775202398842880,False,,0,,,,,,,,"[{'screen_name': 'baamiDels', 'name': 'Bamidele', 'id': '92092776'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220774573270032384,1220668660668411906,2020-01-24 19:25:13 +01,2020-01-24,19:25:13,+0100,763802545,michtolondon,millondon,,@RAM_Maroc @sameerjsiht @sameerjsiht have you received your bag?,en,[],[],[],1,0,0,[],[],https://twitter.com/michtolondon/status/1220774573270032384,False,,0,,,,,,,,"[{'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}, {'screen_name': 'sameerjsiht', 'name': 'DR. SAMIR . J . IBRAHIM', 'id': '2794466643'}]",,,,
1220774183329767426,1220730719682596864,2020-01-24 19:23:40 +01,2020-01-24,19:23:40,+0100,763802545,michtolondon,millondon,,@soufianRS4 @RAM_Maroc @YahyaEnnouari Cest un bots ...ils n'ont personne @RAM_Maroc. Je me demande comment @traveloneworld va gerer. I never received any answer from my 100 emails. I received once a call from a call centre asking me if i found my bag...as soon as i asked a question they hanged the phone.,en,"[{'screen_name': 'ram_maroc', 'name': 'royal air maroc', 'id': '142749287'}, {'screen_name': 'traveloneworld', 'name': 'oneworld alliance', 'id': '987030841'}]",[],[],0,0,1,[],[],https://twitter.com/michtolondon/status/1220774183329767426,False,,0,,,,,,,,"[{'screen_name': 'soufianRS4', 'name': 'diastéréoisomeres🐜', 'id': '2694975639'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}, {'screen_name': 'YahyaEnnouari', 'name': 'Yahya', 'id': '185835995'}]",,,,
1220741558615580673,1220730719682596864,2020-01-24 17:14:02 +01,2020-01-24,17:14:02,+0100,142749287,ram_maroc,Royal Air Maroc,,"@soufianRS4 Bonjour, Une réponse vous a été envoyé par DM.",fr,[],[],[],0,0,0,[],[],https://twitter.com/RAM_Maroc/status/1220741558615580673,False,,0,,,,,,,,"[{'screen_name': 'soufianRS4', 'name': 'diastéréoisomeres🐜', 'id': '2694975639'}]",,,,
1220733658073640965,1220730719682596864,2020-01-24 16:42:38 +01,2020-01-24,16:42:38,+0100,2694975639,soufianrs4,diastéréoisomeres🐜,,@RAM_Maroc @YahyaEnnouari *usagers,en,[],[],[],0,0,0,[],[],https://twitter.com/soufianRS4/status/1220733658073640965,False,,0,,,,,,,,"[{'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}, {'screen_name': 'YahyaEnnouari', 'name': 'Yahya', 'id': '185835995'}]",,,,
1220733464539955203,1220730719682596864,2020-01-24 16:41:52 +01,2020-01-24,16:41:52,+0100,2694975639,soufianrs4,diastéréoisomeres🐜,,"@RAM_Maroc @YahyaEnnouari @RAM_Maroc c’est bien de monter aux twittos que vous donnez de l’importance à vos usages mais il faudrait donné suite lorsque l’on répond à votre demande de DM. Ça fait des semaines que j’attends. Cessez les illusions, on veut du concret !",fr,[],[],[],3,0,1,[],[],https://twitter.com/soufianRS4/status/1220733464539955203,False,,0,,,,,,,,"[{'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}, {'screen_name': 'YahyaEnnouari', 'name': 'Yahya', 'id': '185835995'}]",,,,
1220732399748775936,1220730719682596864,2020-01-24 16:37:38 +01,2020-01-24,16:37:38,+0100,142749287,ram_maroc,Royal Air Maroc,,"@YahyaEnnouari Bonjour, Pour mieux vous assister, nous vous invitons à nous communiquer votre code de réservation par DM.",fr,[],[],[],1,0,0,[],[],https://twitter.com/RAM_Maroc/status/1220732399748775936,False,,0,,,,,,,,"[{'screen_name': 'YahyaEnnouari', 'name': 'Yahya', 'id': '185835995'}]",,,,
1220717330587701248,1220667467586048000,2020-01-24 15:37:46 +01,2020-01-24,15:37:46,+0100,108315580,badrelhouari,Badr Elhouari -xRider 🤙-,,@mrSouhail @JSpiritUnconf @DevoxxMA @RAM_Maroc Hahahaha 😹 i told them no need for a short flight🙈,en,[],[],[],0,0,0,[],[],https://twitter.com/badrelhouari/status/1220717330587701248,False,,0,,,,,,,,"[{'screen_name': 'mrSouhail', 'name': 'Souhail_Guennouni', 'id': '31168883'}, {'screen_name': 'JSpiritUnconf', 'name': 'JSpirit', 'id': '889497443250958336'}, {'screen_name': 'DevoxxMA', 'name': 'DevoxxMa', 'id': '598544729'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220709326773542912,1220426854269620224,2020-01-24 15:05:57 +01,2020-01-24,15:05:57,+0100,785178804243214336,jduru2010,Joseph Duru,,"@ColinUdoh @RAM_Maroc For those based in Atlanta,  it makes no sense to fly anything other than the home team, Delta.",en,[],[],[],0,0,0,[],[],https://twitter.com/JDuru2010/status/1220709326773542912,False,,0,,,,,,,,"[{'screen_name': 'ColinUdoh', 'name': 'Colin NOT Collins', 'id': '91551958'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220707523851931662,1220426854269620224,2020-01-24 14:58:47 +01,2020-01-24,14:58:47,+0100,91551958,colinudoh,Colin NOT Collins,,"@TalmudicSage @RAM_Maroc Yeah, Delta is pricey but still way better and the crew go out of their way to be nice and respectful.",en,[],[],[],0,0,1,[],[],https://twitter.com/ColinUdoh/status/1220707523851931662,False,,0,,,,,,,,"[{'screen_name': 'TalmudicSage', 'name': 'His Majesty', 'id': '74707878'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
1220706705664815107,1220426854269620224,2020-01-24 14:55:32 +01,2020-01-24,14:55:32,+0100,91551958,colinudoh,Colin NOT Collins,,"@TalmudicSage @RAM_Maroc They always have these “good"" deals. But then they'd have kept you at the airport for about what 14-16 hrs or so. With nowhere to lie down and relax. As for their meal voucher? Forget it. And the staff are very discourteous",en,[],[],[],1,0,1,[],[],https://twitter.com/ColinUdoh/status/1220706705664815107,False,,0,,,,,,,,"[{'screen_name': 'TalmudicSage', 'name': 'His Majesty', 'id': '74707878'}, {'screen_name': 'RAM_Maroc', 'name': 'Royal Air Maroc', 'id': '142749287'}]",,,,
